Mapa da patologia,"Estrutura: Trincas e fissuras em ligações com alvenarias, devido movimento estrutural, com corrosão das armaduras da laje."
Solução recomendada,"Impermeabilização: Infiltração em beirais com calha de concreto ocorre devido a falhas na impermeabilização, fissuras na estrutura ou desníveis que acumulam água em beiral."
Mapa da patologia,"Estrutura: remover o revestimento danificado e limpar a área exposta, incluindo as armaduras corroídas. Tratar as armaduras com um passivador anticorrosivo e aplicar argamassa de reparo estrutural. Em seguida, utilizar tela metálica na interface entre estrutura e alvenaria para reforçar a ligação e evitar novas fissuras. Finalizar com um novo reboco e pintura elástica para absorver possíveis movimentações."
Solução recomendada,"Impermeabilização: Retirar a impermeabilização danificada e corrigir fissuras com argamassa impermeável. Aplicar um sistema de impermeabilização flexível, como manta asfáltica ou membrana líquida, cobrindo toda a extensão da calha. Verificar e ajustar o caimento para evitar acúmulo de água e garantir a adequada drenagem."
Mapa da patologia,"Estrutura: Trincas e fissuras em ligações com alvenarias, devido movimento estrutural."
Solução recomendada,Infiltração: Manchas de umidade no teto.
Mapa da patologia,Estrutura: Aplicar tela metálica (ou tela de fibra de vidro) sobre a interface antes do reboco e usar argamassa flexível. Garantir a execução de juntas de dilatação adequadas entre os diferentes materiais para acomodar os movimentos.
Solução recomendada,"Infiltração: Identificar e corrigir a origem da infiltração, seja ela uma falha na impermeabilização, fissura na laje ou fachada. Aplicar um impermeabilizante flexível na área reparada e refazer o acabamento"
Mapa da patologia,"Estrutura: Trincas e fissuras em ligações com alvenarias, devido movimento estrutural."
Solução recomendada,Estrutura: Aplicar tela metálica (ou tela de fibra de vidro) sobre a interface antes do reboco e usar argamassa flexível. Garantir a execução de juntas de dilatação adequadas entre os diferentes materiais para acomodar os movimentos.
Mapa da patologia,Infiltração: Manchas de umidade no teto e parede.
Solução recomendada,"Infiltração: Identificar e corrigir a origem da infiltração, seja ela uma falha na impermeabilização, fissura na laje ou fach"
Mapa da patologia,"Estrutura: Trincas e fissuras em ligações com alvenarias, devido movimento estrutural."
Solução recomendada,Estrutura: Aplicar tela metálica (ou tela de fibra de vidro) sobre a interface antes do reboco e usar argamassa flexível. Garantir a execução de juntas de dilatação adequadas entre os diferentes materiais para acomodar os movimentos.
Mapa da patologia,Infiltração: Manchas de umidade no teto e parede.
Solução recomendada,"Infiltração: Identificar e corrigir a origem da infiltração, seja ela uma falha na impermeabilização, fissura na laje ou fachada. Aplicar um impermeabilizante flexível na área reparada e refazer o acabamento"
Mapa da patologia,"Estrutura: Trincas e fissuras em ligações com alvenarias, devido movimento estrutural."
Solução recomendada,Estrutura: Aplicar tela metálica (ou tela de fibra de vidro) sobre a interface antes do reboco e usar argamassa flexível. Garantir a execução de juntas de dilatação adequadas entre os diferentes materiais para acomodar os movimentos.
Mapa da patologia,Infiltração: Manchas de umidade no teto e parede.
Solução recomendada,"Infiltração: Identificar e corrigir a origem da infiltração, seja ela uma falha na impermeabilização, fissura na laje ou fachada. Aplicar um impermeabilizante flexível na área reparada e refazer o acabamento"
Mapa da patologia,"Estrutura: Trincas e fissuras em ligações com alvenarias, devido movimento estrutural."
Solução recomendada,Estrutura: Aplicar tela metálica (ou tela de fibra de vidro) sobre a interface antes do reboco e usar argamassa flexível. Garantir a execução de juntas de dilatação adequadas entre os diferentes materiais para acomodar os movimentos.
Mapa da patologia,"Estrutura: Trincas e fissuras em ligações com alvenarias, devido movimento estrutural."
Solução recomendada,Estrutura: Aplicar tela metálica (ou tela de fibra de vidro) sobre a interface antes do reboco e usar argamassa flexível. Garantir a execução de juntas de dilatação adequadas entre os diferentes materiais para acomodar os movimentos.
Mapa da patologia,"Estrutura: Trincas e fissuras, corrosão das armaduras, concreto intercalado com tijolo cerâmico."
Solução recomendada,"Estrutura: Remover o revestimento na área afetada, expor e limpar as armaduras corroídas, aplicando um passivador anticorrosivo. Reconstituir a área com argamassa de reparo estrutural, respeitando o cobrimento mínimo. No caso de concreto intercalado com tijolo cerâmico (prática inadequada), reforçar a interface com tela de reforço e utilizar argamassa de alta aderência."
Mapa da patologia,"Laje: Vigotas do vizinho apoiam na laje, gerando sobrecarga."
Solução recomendada,Laje: Informar ao vizinho sobre a sobrecarga e solicitar a retirada imediata das vigotas.
Mapa da patologia,"Telhas: Telhas sem sobreposição necessária, possibilitando infiltração de água pluvial."
Solução recomendada,"Telhas: Ajustar as telhas, garantindo a sobreposição mínima conforme especificações do fabricante para evitar infiltrações. Verificar o estado das telhas e substituir as que estiverem trincadas. Aplicar uma camada de impermeabilizante sobre as juntas e, se necessário, utilizar fita de vedação nas áreas críticas (emendas e fixações)."
Mapa da patologia,Telhado: Telhas e ripas quebradas e cumeeiras com massa de acabamento trincada.
Solução recomendada,"Telhado: Trocar parte de madeiramento, repor telha e fazer o acabamento em todas as cumeeiras, com argamassa e impermeabilizante, ou aplicar manta aluminizada."
Mapa da patologia,Telhado: Telhas e ripas quebradas e cumeeiras com massa de acabamento trincada.
Solução recomendada,"Telhado: Trocar parte de madeiramento, repor telha e fazer o acabamento em todas as cumeeiras, com argamassa e impermeabilizante, ou aplicar manta aluminizada. Fazer a troca de alguns caibros empenados"
Mapa da patologia,"Reservatório: Sujeira e lodo acumulado.
"
Solução recomendada,"Reservatório: Fazer a limpeza das caixas de água, do reservatório superior e inferior."
Mapa da patologia,Parede: Fissuras em alvenaria.
Solução recomendada,Parede: Fazer a verificação de atividade de fissuras e o seu tratamento
Mapa da patologia,Elétrica: Shafts de elétrica sem fechadura.
Solução recomendada,Elétrica: Instalar fechadura ou cadeados em shafts de elétrica.
Mapa da patologia,"Incêndio: Ausência de corrimão na escadaria, sinalização rota de fuga em desconformidade, sem fita antiderrapante e altura de extintores fora do normativo."
Solução recomendada,"Incêndio: Instalar corrimão no lado oposto da escadaria, colocar placas de sinalização rota de fuga, escadaria em leque, setas de rodapé, placas de extintores de incêndio, reposicionar extintores, nos halls e na altura máxima de 1,60m, instalar fita antiderrapante nas escadarias em leque."
Mapa da patologia,Parede: Infiltração em rodapé.
Solução recomendada,"Parede: Fazer a verificação de infiltração, possível ascensão de umidade, deve-se aplicar impermeabilizante, para tratamento de umidade ascendente e refazer pintura."
Mapa da patologia,Elétrica: Shafts de elétrica sem fechadura.
Solução recomendada,Elétrica: Instalar fechadura ou cadeados em shafts de elétrica.
Mapa da patologia,"Incêndio: Ausência de corrimão na escadaria, sinalização rota de fuga em desconformidade e altura de extintores fora do normativo."
Solução recomendada,"Incêndio: Instalar corrimão no lado oposto da escadaria, colocar placas de sinalização rota de fuga, setas de rodapé, placas de extintores de incêndio, reposicionar extintores, nos halls e na altura máxima de 1,60m."
Mapa da patologia,Centro de medição: Ausência de proteção física e disjuntores unipolares em circuitos 220V.
Solução recomendada,"Centro de medição: Instalar fechaduras e trocar disjuntores unipolares em circuitos 220V para bipolar, de acordo com a amperagem de demanda, trocar chave seccionadora trifásica para disjuntor caixa moldada."
Mapa da patologia,Revestimento: Diversas furações na fachada e envelhecimento de pintura.
Solução recomendada,"Revestimento: Fazer o fechamento de furos, para evitar umidade e fazer tratamento de fissuras conforme anexo, refazendo toda a pintura da fachada."
Mapa da patologia,"Revestimento: Fissuras, trincas e rachaduras em quina de parede e fachada."
Solução recomendada,"Revestimento: Fazer a verificação de atividade das Fissuras, trincas e rachaduras, conforme anexo, parece ter ocorrido um pequeno recalque, após verificação, prosseguir com o tratamento necessário."
Mapa da patologia,Impermeabilização: Infiltração em marquise.
Solução recomendada,"Impermeabilização: Refazer impermeabilização de marquise e instalar cantoneira em L, nas bordas da laje, para agir como pingadeira."
Mapa da patologia,Impermeabilização: Umidade de rodapé ascendente.
Solução recomendada,Impermeabilização: Fazer tratamento de umidade de rodapé ascendente.
Mapa da patologia,"Revestimento: Fissuras, trincas e envelhecimento de pintura."
Solução recomendada,"Revestimento: Verificar atividade de fissuras, trincas e fazer se devido tratamento, conforme anexo e refazer pintura da fachada."
Mapa da patologia,Reservatório: Sujeira e lodo acumulado.
Solução recomendada,"Reservatório: Fazer a limpeza das caixas de água, do reservatório superior e inferior."
Mapa da patologia,Parede: Fissuras em alvenaria em diagonal.
Solução recomendada,"Parede: Fazer a verificação de atividade de fissuras e verificação de recalque, para fazer o seu tratamento."
Mapa da patologia,"Incêndio: Ausência de corrimão na escadaria, sinalização rota de fuga em desconformidade, sem fita antiderrapante e altura de extintores fora do normativo."
Solução recomendada,"Incêndio: Instalar corrimão no lado oposto da escadaria, colocar placas de sinalização rota de fuga, escadaria em leque, setas de rodapé, placas de extintores de incêndio, reposicionar extintores, nos halls e na altura máxima de 1,60m, instalar fita antiderrapante nas escadarias em leque."
Mapa da patologia,"Laje: Desplacamento de revestimento do concreto, com corrosão das armaduras."
Solução recomendada,"Laje: Verificar existência de umidade da laje e fazer correção, em seguida fazer tratamento estrutural das lajes"
Mapa da patologia,"Laje: Umidade em laje e desplacamento de revestimento do concreto, com corrosão das armaduras."
Solução recomendada,"Laje: Verificar existência de umidade da laje e fazer correção, em seguida fazer tratamento estrutural das lajes, conforme anexo."
Mapa da patologia,Centro de medição: Ausência de proteção física e disjuntores unipolares em circuitos 220V.
Solução recomendada,"Centro de medição: Instalar fechaduras e trocar disjuntores unipolares em circuitos 220V para bipolar, de acordo com a amperagem de demanda, trocar chave seccionadora trifásica para disjuntor caixa moldada."
Mapa da patologia,"Revestimento: Diversas fissuras, trincas e rachaduras e desplacamentos de revestimentos na fachada e envelhecimento de pintura."
Solução recomendada,"Revestimento: Fazer o tratamento das fissuras, trincas e rachaduras, conforme anexo, remover todo revestimento que possa desprender e refazer pintura de toda a fachada."
Mapa da patologia,Revestimento: Diversas fissuras e trincas na fachada e envelhecimento de pintura.
Solução recomendada,"Revestimento: Fazer o tratamento das fissuras, trincas e rachaduras, conforme anexo, remover todo revestimento que possa desprender e refazer pintura de toda a fachada."
Mapa da patologia,Elétrica: Fiação exposta na fachada.
Solução recomendada,Elétrica: Instalar fiação em tubulação apropriada.
Mapa da patologia,"Revestimento: Diversas fissuras, trincas e rachaduras e desplacamentos de revestimentos na fachada e envelhecimento de pintura."
Solução recomendada,"Revestimento: Fazer tratamento de fissuras, trincas e rachaduras e remover revestimentos em desplacamento."
Mapa da patologia,"Vigas e lajes: Diversas fissuras, trincas e rachaduras e desplacamentos de revestimentos na fachada."
Solução recomendada,"Vigas e lajes: Fazer recuperação estrutural de vigas e lajes, conforme anexo."
Mapa da patologia,Pilares: Microfissuras em revestimentos.
Solução recomendada,"Pilares: Fazer a remoção de revestimento, para verificar integridade da estrutura e fazer recuperação estrutural, conforme anexo se necessário."
Mapa da patologia,Pilares: Trincas em estrutura e infiltração.
Solução recomendada,"Pilares: Fazer a remoção de revestimento, para verificar integridade da estrutura e origem de infiltração, para tratamento e recuperação estrutural"
Mapa da patologia,Pilares: Trincas em estrutura e infiltração.
Solução recomendada,"Pilares: Verificar procedência de tubulação de ferro, para fazer a remoção. Remover revestimento, para verificar integridade da estrutura e origem de infiltração, para tratamento e recuperação estrutural, conforme anexo. Se necessário instalar cantoneiras em L, nas bordas da laje, para evitar infiltração de água da fachada em laje."
Mapa da patologia,Pilares: Trincas em estrutura.
Solução recomendada,Pilares: Verificar trinca e fazer tratamento
Mapa da patologia,Revestimento: Coping do muro quebrado em alguns pontos.
Solução recomendada,Revestimento: Trocar coping do muro quebrado.
Mapa da patologia,"Estrutura: Muro com inclinação para dentro do terreno, com fissuras, trincas e rachaduras."
Solução recomendada,"Estrutura: Instalar pilares de contenção para evitar maior inclinação do muro, tratar fissuras, trincas e rachaduras, conforme anexo ou fazer a reconstrução do muro."
Mapa da patologia,Pisos: Quebrados e ou danificados.
Solução recomendada,Pisos: Fazer a reposição pontual dos pisos.
Mapa da patologia,Revestimento: Revestimentos quebrados e trincados.
Solução recomendada,Revestimento: Fazer a reposição do revestimento após tratamento da estrutura.
Mapa da patologia,Estrutura: Muro com recalque.
Solução recomendada,"Estrutura: Fazer amarração estrutural de muro, para conter recalque."
Mapa da patologia,"Revestimento: Desplacamento de pastilhas, fissuras e trincas em reboco."
Solução recomendada,"Revestimento: Remover pastilhas onde houve trincas e fazer o tratamento caso necessário, fazer pilarete para amarração de alvenaria."
Mapa da patologia,Revestimento: Trinca em reboco e envelhecimento da pintura.
Solução recomendada,"Revestimento: Fazer tratamento de trincas, conforme anexo e pintura da fachada."
Mapa da patologia,Estrutura: Corrosão das armaduras e desagramento do concreto.
Solução recomendada,Estrutura: Fazer recuperação estrutural e impermeabilização da caixa d’água.
Mapa da patologia,"Incêndio: Verificar projeto de incêndio, a necessidade de bomba."
Solução recomendada,"Incêndio: Fazer cálculo hidráulico, para verificar a necessidade de bomba de incêndio no barrilete."
Mapa da patologia,"Para-raios: Falhas em conexões, ausência de aterramento de equipotencialização em estruturas metálicas, como antenas e portinholas, próximo do para-raios e luz piloto queimada."
Solução recomendada,"Para-raios: Refazer conexões, equipotencializar estruturas, trocar luz piloto queimada e apresentar laudo de continuidade do para-raios."
Mapa da patologia,"Revestimentos: Queda de revestimentos, infiltrações."
Solução recomendada,"Revestimentos: Fazer limpeza e lavagem da fachada, com rejuntamento e recuperação 
de áreas degradadas."
Mapa da patologia,Escada marinheiro: Ausência de guarda corpo e escorrimento de ferrugens em escadaria.
Solução recomendada,Incêndio: Tratar ferragem da escada e instalar guarda corpo.
Mapa da patologia,"Fachadas: Infiltrações, segregação de reboco e descolamento de alvenaria de encunhamento."
Solução recomendada,"Fachadas: Tratar revestimentos da fachada para remoção de infiltração e aplicar uma nova camada de reboco, onde está desagregando."
Mapa da patologia,Incêndio: Fiações expostas.
Solução recomendada,Incêndio: Aplicar tubulação externa em fiação
Mapa da patologia,"Estrutura: Infiltração, corrosão das armaduras e desagregamento do concreto."
Solução recomendada,"Estrutura: Fazer a correção de Infiltração, possível falha de impermeabilização e trata a corrosão das armaduras."
Mapa da patologia,Incêndio: Luz de emergência obsoleta e abertura acima de vedação de porta corta fogo.
Solução recomendada,Incêndio: Trocar luz de emergência e fechar vãos abertos que podem propagar incêndio.
Mapa da patologia,Estrutura: Infiltração e trincas sem revestimentos.
Solução recomendada,"Estrutura: Tratar Infiltração externa da fachada e após solução dela, fazer o tratamento das trincas nos revestimentos."
Mapa da patologia,"Incêndio: Fiações expostas em tampas de madeiras e extintor fora da altura padrão, ausência de corrimão no lado oposto da escadaria e patamar, placa de escada em leque, fita antiderrapante, setas de sinalização de rodapé. Solução recomendada: Estrutura: Tratar Infiltração externa da fachada e apó"
Solução recomendada,"Incêndio: Trocar tampa de madeira, por placa de gesso antichamas ou alumínio e instalar extintor na altura padrão de 0,20m a 1,60m de altura, instalar corrimão, placas de sinalização de leque e rodapé e fita antiderrapante nos degraus em leque"
Mapa da patologia,"Incêndio: Ausência de corrimão no lado oposto da escadaria e patamar, placa de escada em leque, fita antiderrapante, setas de sinalização de rodapé e extintor fora da altura padrão."
Solução recomendada,"Incêndio: Instalar corrimão, placas de sinalização de leque e rodapé e fita antiderrapante nos degraus em leque e corrigir altura de instalação do extintor."
Mapa da patologia,"Revestimento: Fissuras, trincas e infiltrações em janela."
Solução recomendada,"Revestimento: Fazer o tratamento das fissuras, trincas e rachaduras, conforme anexo, corrigindo caimento do peitoril."
Mapa da patologia,"Incêndio: Ausência de corrimão no lado oposto da escadaria e patamar, placa de escada em leque, fita antiderrapante, setas de sinalização de rodapé."
Solução recomendada,"Incêndio: Instalar corrimão, placas de sinalização de leque e rodapé e fita antiderrapante nos degraus em leque."
Mapa da patologia,"Incêndio: Ausência de corrimão no lado oposto da escadaria e patamar, placa de escada 
em leque, fita antiderrapante, setas de sinalização de rodapé e extintores fora da altura 
padrão. "
Solução recomendada,"Incêndio: Instalar corrimão, placas de sinalização de leque e rodapé e fita antiderrapante nos degraus em leque e corrigir altura de instalação dos extintores."
Mapa da patologia,Elevador: Ferrugem em porta do elevador.
Solução recomendada,"Elevador: Tratamento de ferrugem de porta e repintura, caso não seja possível a recuperação, recomendo a troca delas."
Mapa da patologia,"Incêndio: Ausência de corrimão no lado oposto da escadaria e patamar, placa de escada em leque, fita antiderrapante, setas de sinalização de rodapé e extintores fora da altura padrão."
Solução recomendada,"Incêndio: Instalar corrimão, placas de sinalização de leque e rodapé e fita antiderrapante nos degraus em leque e corrigir altura de instalação dos extintores."
Mapa da patologia,"Revestimento: Fissuras, trincas e infiltrações em janela e parede."
Solução recomendada,"Revestimento: Fazer a tratamento da infiltração e trincas, corrigindo caimento do peitoril."
Mapa da patologia,"Incêndio: Ausência de corrimão no lado oposto da escadaria e patamar, placa de escada em leque, fita antiderrapante, setas de sinalização de rodapé. Solução recomendada: Revestimento: Fazer a tratamento da infiltração e trincas, conf"
Solução recomendada,"Incêndio: Instalar corrimão, placas de sinalização de leque e rodapé e fita antiderrapante nos degraus em leque."
Mapa da patologia,"Revestimento: Fissuras, trincas e infiltrações em janela e trinca em verga de porta."
Solução recomendada,"Revestimento: Fazer a tratamento da infiltração e trincas, conforme anexo, corrigindo caimento do peitoril."
Mapa da patologia,"Incêndio: Ausência de corrimão no lado oposto da escadaria e patamar, placa de escada em leque, fita antiderrapante, setas de sinalização de rodapé."
Solução recomendada,"Incêndio: Instalar corrimão, placas de sinalização de leque e rodapé e fita antiderrapante nos degraus em leque."
Mapa da patologia,"Revestimento: Fissuras, trincas e infiltrações em janela."
Solução recomendada,"Revestimento: Fazer a tratamento da infiltração e trincas, corrigindo caimento do peitoril."
Mapa da patologia,"Incêndio: Ausência de corrimão no lado oposto da escadaria e patamar, placa de escada em leque, fita antiderrapante, setas de sinalização de rodapé."
Solução recomendada,"Incêndio: Instalar corrimão, placas de sinalização de leque e rodapé e fita antiderrapante nos degraus em leque."
Mapa da patologia,"Vigas e Laje: Desplacamento de revestimento do concreto, com corrosão das armaduras."
Solução recomendada,"Vigas e Laje: Verificar existência de umidade da laje e fazer correção, em seguida fazer o acompanhamento das trincas, se são passivas ou ativas, em seguida fazer o tratamento estrutural conforme anexo. Prever instalação de cantoneira em L em baixos das vigas perimétricas, para evitar infiltrações da fachada por escorrimento."
Mapa da patologia,"Pilares: Umidade e desplacamento em pilar com boneca de tubulação e revestimento do concreto, com corrosão das armaduras."
Solução recomendada,"Pilares: Verificar existência de umidade e fazer correção, em seguida fazer o 
acompanhamento das fissuras e trincas, se são passivas ou ativas, em seguida fazer o 
tratamento estrutural "
Mapa da patologia,"Vigas e laje: Umidade e desplacamento de forro de gesso revestimento do concreto, com corrosão das armaduras e desplacamento."
Solução recomendada,"Vigas e laje: Verificar existência de umidade e fazer correção, em seguida fazer o acompanhamento das fissuras e trincas, se são passivas ou ativas, em seguida fazer o tratamento estrutural conforme anexo e refazer forro de gesso. Prever instalação de cantoneira em L em baixos das vigas perimétricas, para evitar infiltrações da fachada por escorrimento. Prever instalação de cantoneira em L em baixos das vigas perimétricas, para evitar infiltrações da fachada por escorrimento."
Mapa da patologia,"Pilares e vigas: Fissuras e trincas com desplacamento de revestimento do concreto, com corrosão das armaduras."
Solução recomendada,"Pilares e vigas: Fazer o acompanhamento das fissuras e trincas, se são passivas ou ativas, em seguida fazer o tratamento estrutural conforme anexo. Prever instalação de cantoneira em L em baixos das vigas perimétricas, para evitar infiltrações da fachada por escorrimento."
Mapa da patologia,"Pilares e vigas: Fissuras e trincas com desplacamento de revestimento do concreto, com corrosão das armaduras."
Solução recomendada,"Pilares e vigas: Fazer o acompanhamento das fissuras e trincas, se são passivas ou ativas, em seguida fazer o tratamento estrutural conforme anexo. Prever instalação de cantoneira em L em baixos das vigas perimétricas, para evitar infiltrações da fachada por escorrimento."
Mapa da patologia,"Pilares, vigas e laje: Fissuras e trincas com desplacamento de revestimento do concreto, com corrosão das armaduras."
Solução recomendada,"Pilares, vigas e laje: Fazer o acompanhamento das fissuras e trincas, se são passivas ou ativas, em seguida fazer o tratamento estrutural conforme anexo. Prever instalação de cantoneira em L em baixos das vigas perimétricas, para evitar infiltrações da fachada por escorrimento."
Mapa da patologia,"Revestimento: Fissuras, trincas em revestimentos."
Solução recomendada,Revestimento: Fazer a tratamento das trincas
Mapa da patologia,"Incêndio: Ausência de corrimão no lado oposto da escadaria e patamar, placa de escada em leque, fita antiderrapante, setas de sinalização de rodapé e extintores fora da altura padrão."
Solução recomendada,"Incêndio: Instalar corrimão, placas de sinalização de leque e rodapé e fita antiderrapante nos degraus em leque e corrigir altura de instalação dos extintores."
Mapa da patologia,"Pilares: Umidade e desplacamento em pilar com boneca de tubulação e revestimento do concreto, com corrosão das armaduras."
Solução recomendada,"Pilares: Verificar existência de umidade e fazer correção, em seguida fazer o acompanhamento das fissuras e trincas, se são passivas ou ativas, em seguida fazer o tratamento estrutural"
Mapa da patologia,"Revestimento: Diversas fissuras, trincas e rachaduras e desplacamentos de revestimentos na fachada."
Solução recomendada,"Revestimento: Fazer tratamento de fissuras, trincas e rachaduras e remover revestimentos em desplacamento."
Mapa da patologia,"Pilares, vigas e laje: Fissuras e trincas com desplacamento de revestimento do concreto, com corrosão das armaduras."
Solução recomendada,"Pilares, vigas e laje: Fazer o acompanhamento das fissuras e trincas, se são passivas ou ativas, em seguida fazer o tratamento estrutural conforme anexo. Prever instalação de cantoneira em L em baixos das vigas perimétricas, para evitar infiltrações da fachada por escorrimento."
Mapa da patologia,"Revestimento: Diversas fissuras, trincas e rachaduras e desplacamentos de revestimentos na fachada"
Solução recomendada,"Revestimento: Fazer tratamento de fissuras, trincas e rachaduras e remover revestimentos em desplacamento."
Mapa da patologia,"Revestimento: Diversas fissuras, trincas e rachaduras e desplacamentos de revestimentos na fachada."
Solução recomendada,"Revestimento: Fazer tratamento de fissuras, trincas e rachaduras e remover revestimentos em desplacamento."
Mapa da patologia,"Pilares, vigas e laje: Fissuras e trincas com desplacamento de revestimento do concreto, com corrosão das armaduras"
Solução recomendada,"Pilares, vigas e laje: Fazer o acompanhamento das fissuras e trincas, se são passivas ou ativas, em seguida fazer o tratamento estrutural conforme anexo. Prever instalação de cantoneira em L em baixos das vigas perimétricas, para evitar infiltrações da fachada por escorrimento."
Mapa da patologia,"Revestimento: Diversas fissuras, trincas e rachaduras e desplacamentos de revestimentos na fachada."
Solução recomendada,"Revestimento: Fazer tratamento de fissuras, trincas e rachaduras e remover revestimentos em desplacamento."
Mapa da patologia,"Pilares: Fissuras e trincas com desplacamento de revestimento do concreto, com corrosão das armaduras."
Solução recomendada,"Pilares: Fazer o acompanhamento das fissuras e trincas, se são passivas ou ativas, em seguida fazer o tratamento estrutural conforme anexo."
Mapa da patologia,"Pilares: Fissuras e trincas com desplacamento de revestimento do concreto, com corrosão das armaduras."
Solução recomendada,"Pilares: Fazer o acompanhamento das fissuras e trincas, se são passivas ou ativas, em seguida fazer o tratamento estrutural"
Mapa da patologia,"Vigas: Fissuras e trincas do revestimento do concreto, com corrosão das armaduras."
Solução recomendada,"Vigas: Fazer o acompanhamento das fissuras e trincas, se são passivas ou ativas, em seguida fazer o tratamento estrutural conforme anexo. Prever instalação de cantoneira em L em baixos das vigas perimétricas, para evitar infiltrações da fachada por escorrimento."
Mapa da patologia,Incêndio: Ausência de proteção física e disjuntores unipolares em circuitos 220V.
Solução recomendada,"Incêndio: Instalar fechaduras e trocar disjuntores unipolares em circuitos 220V para bipolar, de acordo com a amperagem de demanda, trocar chave seccionadora trifásica para disjuntor caixa moldada."
Mapa da patologia,Reservatório: Sujeira e lodo acumulado.
Solução recomendada,"Reservatório: Fazer a limpeza das caixas de água, do reservatório superior e inferior."
Mapa da patologia,"Vigas e laje: Fissuras e trincas com desplacamento de revestimento do concreto, com corrosão das armaduras"
Solução recomendada,"Vigas e laje: Fazer o acompanhamento das fissuras e trincas, se são passivas ou ativas, em seguida fazer o tratamento estrutural"
